site_code,site_name,part_number,part_serial_number,part_domain_1,part_domain_2,part_domain_3
du0070,duhex1,86010148v01,csj2714445-xx,telecom,bss,ret
du0070,duhex1,bml161184/1,bw97389466,telecom,bss,psu
du0070,duhex1,bml161184/1,bw97389657,telecom,bss,psu
du0070,duhex1,tta-glg120h,as192400842,telecom,bss,tma
du0070,duhex1,86010148v01,i0m0881933-xx,telecom,bss,ret
du0070,duhex1,86010148v01,i0m0881947-xx,telecom,bss,ret
du0070,duhex1,krc161260/1,d16n530654,telecom,bss,ru
du0070,duhex1,86010148v01,i0m0881925-xx,telecom,bss,ret
du0070,duhex1,krc161622/1,cd3v436219,telecom,bss,ru
du0070,duhex1,krc161622/1,cd3v436224,telecom,bss,ru
du0070,duhex1,kdu137925/31,d16v592723,telecom,bss,baseband
du0071,d8gbs1,86010148v01,i0m0883636-xx,telecom,bss,ret
du0071,d8gbs1,kdu137569/1,tu8xd18320,telecom,bss,du
du0071,d8gbs1,kdu137848/11,td3b782601,telecom,bss,baseband
du0071,d8gbs1,86010148v01,i0m0881849-xx,telecom,bss,ret
du0071,d8gbs1,86010148v01,i0m0881866-xx,telecom,bss,ret
du0071,d8gbs1,kdu137569/1,tu8xd13902,telecom,bss,du
du0071,d8gbs1,86010148v01,csg4289029-xx,telecom,bss,ret
du0071,d8gbs1,86010148v01,csg4289032-xx,telecom,bss,ret
du0071,d8gbs1,tta-glg120h,as192501522,telecom,bss,tma
du0071,d8gbs1,tta-glg120h,as192300566,telecom,bss,tma
du0071,d8gbs1,86010148v01,csg4288817-xx,telecom,bss,ret
du0071,d8gbs1,tta-glg120h,as192501265,telecom,bss,tma
du0071,d8gbs1,krc161260/1,d16u394296,telecom,bss,ru
du0071,d8gbs1,krc161260/1,d16u394711,telecom,bss,ru
du0071,d8gbs1,krc161260/1,d16u027570,telecom,bss,ru
du0071,d8gbs1,krc161280/1,d168135277,telecom,bss,ru
du0071,d8gbs1,krc161280/1,d168183593,telecom,bss,ru
du0071,d8gbs1,bml161184/1,br86464985,telecom,bss,psu
du0071,d8gbs1,bml161174/1,bw93241024,telecom,bss,psu
du0071,d8gbs1,bml161184/1,bw97340892,telecom,bss,psu
du0071,d8gbs1,krc161622/1,tu8u0046vv,telecom,bss,ru
du0071,d8gbs1,bmg980336/7,dx10305599,telecom,bss,pdu
du0071,d8gbs1,krc161622/1,tu8u005d9g,telecom,bss,ru
du0071,d8gbs1,krc161622/1,tu8u005kj0,telecom,bss,ru
du0071,d8gbs1,bmg980336/2,x052625796,telecom,bss,pdu
du0071,d8gbs1,bmg980336/2,c941399595,telecom,bss,pdu
du0071,d8gbs1,bmg980336/2,c941399622,telecom,bss,pdu
du0071,d8gbs1,bml161174/1,br86427128,telecom,bss,psu
du0072,d8har1,bmg980336/2,x052196989,telecom,bss,pdu
du0072,d8har1,kdu137569/1,tu8xk09817,telecom,bss,du
du0072,d8har1,86010148v01,i0m0881879-xx,telecom,bss,ret
du0072,d8har1,86010148v01,i0m0881951-xx,telecom,bss,ret
du0072,d8har1,krc161260/1,d16e006882,telecom,bss,ru
du0072,d8har1,86010148v01,i0m0881909-xx,telecom,bss,ret
du0072,d8har1,86010148v01,csg4287964-xx,telecom,bss,ret
du0072,d8har1,tta-glg120h,as192500103,telecom,bss,tma
du0072,d8har1,86010148v01,csg4288647-xx,telecom,bss,ret
du0072,d8har1,86010148v01,csg4288654-xx,telecom,bss,ret
du0072,d8har1,kdu137925/31,b441044719,telecom,bss,baseband
du0072,d8har1,tta-glg120h,as192300545,telecom,bss,tma
du0072,d8har1,tta-glg120h,as192500101,telecom,bss,tma
du0072,d8har1,krc161466/2,d16v516359,telecom,bss,ru
du0072,d8har1,krc161466/2,d16v516360,telecom,bss,ru
du0072,d8har1,krc161466/2,d16v516410,telecom,bss,ru
du0072,d8har1,krc161260/1,d16d982308,telecom,bss,ru
du0072,d8har1,krc161260/1,d16f137404,telecom,bss,ru
du0072,d8har1,krc161280/1,d16e319592,telecom,bss,ru
du0072,d8har1,bml161184/1,bw97329476,telecom,bss,psu
du0072,d8har1,bml161184/1,bw97329557,telecom,bss,psu
du0072,d8har1,bml161184/1,bw97329567,telecom,bss,psu
du0072,d8har1,103/bfm901292,d16b139594,telecom,bss,bts
du0072,d8har1,bmg980336/7,c942116101,telecom,bss,pdu
du0072,d8har1,kdu137569/1,tu8xk09781,telecom,bss,du
du0072,d8har1,bmg980336/2,x052197094,telecom,bss,pdu
du0073,d8hem1,86010148v01,i0m0883627-xx,telecom,bss,ret
du0073,d8hem1,kdu137569/1,d165288320,telecom,bss,du
du0073,d8hem1,bml161174/1,br88065103,telecom,bss,psu
du0073,d8hem1,kdu137569/1,tu8xj38413,telecom,bss,du
du0073,d8hem1,86010148v01,i0m0883620-xx,telecom,bss,ret
du0073,d8hem1,86010148v01,i0m0883628-xx,telecom,bss,ret
du0073,d8hem1,86010148v01,csg4288680-xx,telecom,bss,ret
du0073,d8hem1,tta-glg120h,as192501719,telecom,bss,tma
du0073,d8hem1,tta-glg120h,as192300443,telecom,bss,tma
du0073,d8hem1,86010148v01,csg4288731-xx,telecom,bss,ret
du0073,d8hem1,86010148v01,csg4288844-xx,telecom,bss,ret
du0073,d8hem1,krc161260/1,d16u394249,telecom,bss,ru
du0073,d8hem1,krc161260/1,d16u394256,telecom,bss,ru
du0073,d8hem1,tta-glg120h,as192200404,telecom,bss,tma
du0073,d8hem1,krc161466/2,d16v513881,telecom,bss,ru
du0073,d8hem1,krc161466/2,d16v516452,telecom,bss,ru
du0073,d8hem1,krc161260/1,d16f909440,telecom,bss,ru
du0073,d8hem1,krc11865/2,cb4p197939,telecom,bss,ru
du0073,d8hem1,krc11865/2,d165200568,telecom,bss,ru
du0073,d8hem1,krc161466/2,d16v513863,telecom,bss,ru
du0073,d8hem1,bml161174/1,br88065125,telecom,bss,psu
du0073,d8hem1,bml161184/1,bw97385090,telecom,bss,psu
du0073,d8hem1,104/bfm901292,d165388929,telecom,bss,bts
du0073,d8hem1,bmg980336/7,c942116088,telecom,bss,pdu
du0073,d8hem1,bmg980336/2,c941245987,telecom,bss,pdu
du0073,d8hem1,bmg980336/2,c941245989,telecom,bss,pdu
du0073,d8hem1,kdu137925/31,d16v599545,telecom,bss,baseband
du0073,d8hem1,bml161174/1,br81266855,telecom,bss,psu
du0074,d8htv1,86010148v01,i0m0882843-xx,telecom,bss,ret
du0074,d8htv1,kdu137569/1,tu8xk09900,telecom,bss,du
du0074,d8htv1,86010148v01,csg4288051-xx,telecom,bss,ret
du0074,d8htv1,86010148v01,csg4288692-xx,telecom,bss,ret
du0074,d8htv1,tta-glg120h,as192100066,telecom,bss,tma
du0074,d8htv1,tta-glg120h,as192100122,telecom,bss,tma
du0074,d8htv1,krc161466/2,d16v516461,telecom,bss,ru
du0074,d8htv1,krc161260/1,d16d994334,telecom,bss,ru
du0074,d8htv1,krc161260/1,d16e006877,telecom,bss,ru
du0074,d8htv1,krc161260/1,d16e100943,telecom,bss,ru
du0074,d8htv1,krc161280/1,d168188452,telecom,bss,ru
du0074,d8htv1,krc161280/1,d16d685784,telecom,bss,ru
du0074,d8htv1,krc161466/2,d16v513862,telecom,bss,ru
du0074,d8htv1,krc161466/2,d16v513864,telecom,bss,ru
du0074,d8htv1,bml161174/1,bw93261098,telecom,bss,psu
du0074,d8htv1,bml161174/1,bw93261262,telecom,bss,psu
du0074,d8htv1,bml161184/1,bw97337884,telecom,bss,psu
du0074,d8htv1,bml161184/1,bw97337886,telecom,bss,psu
du0074,d8htv1,303/bfm901290,d16c573710,telecom,bss,bts
du0074,d8htv1,bmg980336/4,x052221699,telecom,bss,pdu
du0074,d8htv1,bmg980336/4,x052226102,telecom,bss,pdu
du0074,d8htv1,kdu137569/1,tu8xk69622,telecom,bss,du
du0074,d8htv1,kdu137925/31,d16v599550,telecom,bss,baseband
du0074,d8htv1,kdu137569/1,tu8xk06380,telecom,bss,du
du0074,d8htv1,86010148v01,csg4288005-xx,telecom,bss,ret
du0075,d8jyn1,krc161670/1,e551974334,telecom,bss,ru
du0075,d8jyn1,kdu137569/1,tu8xj44782,telecom,bss,du
du0075,d8jyn1,86010148v01,i0m0882454-xx,telecom,bss,ret
du0075,d8jyn1,86010148v01,i0m0882467-xx,telecom,bss,ret
du0075,d8jyn1,krc11865/2,cb4p354794,telecom,bss,ru
du0075,d8jyn1,86010148v01,csi0703461-xx,telecom,bss,ret
du0075,d8jyn1,86010148v01,csg4288452-xx,telecom,bss,ret
du0075,d8jyn1,86010148v01,csg4288615-xx,telecom,bss,ret
du0075,d8jyn1,krc161466/2,d16v516383,telecom,bss,ru
du0075,d8jyn1,krc161466/2,d16v516385,telecom,bss,ru
du0075,d8jyn1,krc161280/1,d16d685759,telecom,bss,ru
du0075,d8jyn1,krc161466/2,d822828333,telecom,bss,ru
du0075,d8jyn1,bml161184/1,bw97337883,telecom,bss,psu
du0075,d8jyn1,bml161184/1,bw97337889,telecom,bss,psu
du0075,d8jyn1,bml161184/1,bw97340670,telecom,bss,psu
du0075,d8jyn1,bml161184/1,bw97340882,telecom,bss,psu
du0075,d8jyn1,303/bfm901290,d16c573744,telecom,bss,bts
du0075,d8jyn1,bmg980336/4,x052221739,telecom,bss,pdu
du0075,d8jyn1,bmg980336/4,x052226142,telecom,bss,pdu
du0075,d8jyn1,krc161670/1,cd3w722285,telecom,bss,ru
du0075,d8jyn1,krc161670/1,e551961548,telecom,bss,ru
du0075,d8jyn1,kdu137925/31,d16v599552,telecom,bss,baseband
du0075,d8jyn1,86010148v01,i0m0882381-xx,telecom,bss,ret
du0076,d8kar1,kdu137569/1,d163774362,telecom,bss,du
du0076,d8kar1,kdu137569/1,d16r426761,telecom,bss,du
du0076,d8kar1,86010148v01,i0m0881910-xx,telecom,bss,ret
du0076,d8kar1,86010148v01,i0m0881920-xx,telecom,bss,ret
du0076,d8kar1,86010148v01,csi3117081-xx,telecom,bss,ret
du0076,d8kar1,krc161466/2,d16v516414,telecom,bss,ru
du0076,d8kar1,krc161260/1,d16a911747,telecom,bss,ru
du0076,d8kar1,krc161260/1,d16d560957,telecom,bss,ru
du0076,d8kar1,86010148v01,csi2873945-xx,telecom,bss,ret
du0076,d8kar1,tta-glg120h,as192400377,telecom,bss,tma
du0076,d8kar1,tta-glg120h,as192400864,telecom,bss,tma
du0076,d8kar1,krc161280/1,d16e537111,telecom,bss,ru
du0076,d8kar1,krc161280/1,d16q487199,telecom,bss,ru
du0076,d8kar1,krc161260/1,d167812482,telecom,bss,ru
du0076,d8kar1,tta-glg120h,as192200313,telecom,bss,tma
du0076,d8kar1,krc161466/2,d16v516352,telecom,bss,ru
du0076,d8kar1,krc161466/2,d16v674720,telecom,bss,ru
du0076,d8kar1,bml161184/1,bw9c088962,telecom,bss,psu
du0076,d8kar1,104/bfm901292,cc45702073,telecom,bss,bts
du0076,d8kar1,bml161184/1,br83350596,telecom,bss,psu
du0076,d8kar1,bml161184/1,br83796778,telecom,bss,psu
du0076,d8kar1,bmg980336/7,x053096252,telecom,bss,pdu
du0076,d8kar1,bmg980336/2,c941190998,telecom,bss,pdu
du0076,d8kar1,bmg980336/2,c941191003,telecom,bss,pdu
du0076,d8kar1,kdu137925/31,d16v592619,telecom,bss,baseband
du0076,d8kar1,86010148v01,i0m0881908-xx,telecom,bss,ret
du0077,d8kro1,86010148v01,i0m0882857-xx,telecom,bss,ret
du0077,d8kro1,kdu137569/1,d163683738,telecom,bss,du
du0077,d8kro1,kdu137848/11,td3b782625,telecom,bss,baseband
du0077,d8kro1,bmg980336/7,dx10305682,telecom,bss,pdu
du0077,d8kro1,86010148v01,csg4289031-xx,telecom,bss,ret
du0077,d8kro1,86010148v01,e4l2760168-xx,telecom,bss,ret
du0077,d8kro1,kdu137569/1,tu8xd10627,telecom,bss,du
du0077,d8kro1,86010148v01,csg4289084-xx,telecom,bss,ret
du0077,d8kro1,742215v01,xkg3111941,telecom,bss,"rf antenna"
du0077,d8kro1,742265v02,xkh1249973,telecom,bss,"rf antenna"
du0077,d8kro1,,,telecom,bss,"rf antenna"
du0077,d8kro1,86010148v01,csg4288810-xx,telecom,bss,ret
du0077,d8kro1,742215,,telecom,bss,"rf antenna"
du0077,d8kro1,742215,w063985395,telecom,bss,"rf antenna"
du0077,d8kro1,742215v01,xkg3111860,telecom,bss,"rf antenna"
du0077,d8kro1,742215v01,xkg3213495,telecom,bss,"rf antenna"
du0077,d8kro1,,,telecom,bss,"rf antenna"
du0077,d8kro1,tta-glg120h,as192100071,telecom,bss,tma
du0077,d8kro1,tta-glg120h,as192101141,telecom,bss,tma
du0077,d8kro1,tta-glg120h,as192101972,telecom,bss,tma
du0077,d8kro1,krc11865/2,d166565822,telecom,bss,ru
du0077,d8kro1,krc11865/2,d166565866,telecom,bss,ru
du0077,d8kro1,krc11862/2,d163525093,telecom,bss,ru
du0077,d8kro1,krc11862/2,d164523645,telecom,bss,ru
du0077,d8kro1,krc11862/2,d165345142,telecom,bss,ru
du0077,d8kro1,bml161174/1,br88084903,telecom,bss,psu
du0077,d8kro1,bml161184/1,bw97340896,telecom,bss,psu
du0077,d8kro1,bml161184/1,bw97340904,telecom,bss,psu
du0077,d8kro1,krc161622/1,tu8u0046w1,telecom,bss,ru
du0077,d8kro1,104/bfm901292,d166676610,telecom,bss,bts
du0077,d8kro1,krc161622/1,tu8u005e09,telecom,bss,ru
du0077,d8kro1,krc161622/1,tu8u005e0m,telecom,bss,ru
du0077,d8kro1,bmg980336/2,x051967836,telecom,bss,pdu
du0077,d8kro1,bmg980336/2,x051967838,telecom,bss,pdu
du0077,d8kro1,bmg980336/2,x051967842,telecom,bss,pdu
du0077,d8kro1,86010148v01,i0m0883785-xx,telecom,bss,ret
du0078,d8law1,86010148v01,i0m0882848-xx,telecom,bss,ret
du0078,d8law1,kdu137569/1,tu8xal8324,telecom,bss,du
du0078,d8law1,86010148v01,i0m0884377-xx,telecom,bss,ret
du0078,d8law1,bml161184/1,br84893231,telecom,bss,psu
du0078,d8law1,bmg980336/2,x053030397,telecom,bss,pdu
du0078,d8law1,86010148v01,csi2873956-xx,telecom,bss,ret
du0078,d8law1,krc161280/1,d16e345227,telecom,bss,ru
du0078,d8law1,86010148v01,csj2714773-xx,telecom,bss,ret
du0078,d8law1,86010148v01,csj2714807-xx,telecom,bss,ret
du0078,d8law1,tta-glg120h,as192100213,telecom,bss,tma
du0078,d8law1,tta-glg120h,as192101126,telecom,bss,tma
du0078,d8law1,krc161260/1,d16u027584,telecom,bss,ru
du0078,d8law1,krc161260/1,d16u027587,telecom,bss,ru
du0078,d8law1,krc161260/1,d16u033028,telecom,bss,ru
du0078,d8law1,tta-glg120h,as192101941,telecom,bss,tma
du0078,d8law1,krc161466/2,d16v516353,telecom,bss,ru
du0078,d8law1,krc161466/2,d16v516378,telecom,bss,ru
du0078,d8law1,krc161466/2,d16v516415,telecom,bss,ru
du0078,d8law1,krc161280/1,d16e345238,telecom,bss,ru
du0078,d8law1,302/bfm901292,d16u116314,telecom,bss,bts
du0078,d8law1,bml161184/1,br84893229,telecom,bss,psu
du0078,d8law1,bml161184/1,br84893233,telecom,bss,psu
du0078,d8law1,bmg980336/7,c942116031,telecom,bss,pdu
du0078,d8law1,kdu137569/1,tu8xk68685,telecom,bss,du
du0078,d8law1,bmg980336/2,x052407566,telecom,bss,pdu
du0078,d8law1,kdu137925/31,d16v592584,telecom,bss,baseband
du0078,d8law1,86010148v01,i0m0883791-xx,telecom,bss,ret
du0079,d8mal1,kdu137848/11,td3b782586,telecom,bss,baseband
du0079,d8mal1,kdu137569/1,tu8xc80809,telecom,bss,du
du0079,d8mal1,86010148v01,i0m0881873-xx,telecom,bss,ret
du0079,d8mal1,86010148v01,csg4288938-xx,telecom,bss,ret
du0079,d8mal1,86010148v01,i0m0881872-xx,telecom,bss,ret
du0079,d8mal1,86010148v01,csg4288996-xx,telecom,bss,ret
du0079,d8mal1,86010148v01,csg4289002-xx,telecom,bss,ret
du0079,d8mal1,tta-glg120h,as195200150,telecom,bss,tma
du0079,d8mal1,tta-glg120h,as192400226,telecom,bss,tma
du0079,d8mal1,krc161280/1,d16p366264,telecom,bss,ru
du0079,d8mal1,krc161260/1,d168224152,telecom,bss,ru
du0079,d8mal1,krc161260/1,d168224155,telecom,bss,ru
du0079,d8mal1,tta-glg120h,as192200413,telecom,bss,tma
du0079,d8mal1,krc161260/1,d16e112474,telecom,bss,ru
du0079,d8mal1,krc161280/1,d168142232,telecom,bss,ru
du0079,d8mal1,bml161184/1,bw97331070,telecom,bss,psu
du0079,d8mal1,bml161184/1,bw97391427,telecom,bss,psu
du0079,d8mal1,bml161184/1,bw97391534,telecom,bss,psu
du0079,d8mal1,bml161184/1,bw97391847,telecom,bss,psu
du0079,d8mal1,krc161622/1,tu8u005axj,telecom,bss,ru
du0079,d8mal1,302/bfm901292,d16u407274,telecom,bss,bts
du0079,d8mal1,bmg980336/2,x052320927,telecom,bss,pdu
du0079,d8mal1,bmg980336/7,dx10305794,telecom,bss,pdu
du0079,d8mal1,bmg980336/7,x053096222,telecom,bss,pdu
du0079,d8mal1,krc161622/1,tu8u005d7r,telecom,bss,ru
du0079,d8mal1,krc161622/1,tu8u005d9a,telecom,bss,ru
du0079,d8mal1,kdu137569/1,d16v575410,telecom,bss,du
du0079,d8mal1,bmg980336/2,x052321115,telecom,bss,pdu
du0080,d8mal2,86010148v01,i0m0883526-r1,telecom,bss,ret
du0080,d8mal2,kdu137569/1,tu8xg21257,telecom,bss,du
du0080,d8mal2,86010148v01,i0m0881809-xx,telecom,bss,ret
du0080,d8mal2,bmg980336/7,x053143071,telecom,bss,pdu
du0080,d8mal2,krc161466/2,d16v516394,telecom,bss,ru
du0080,d8mal2,86010148v01,csg4288966-xx,telecom,bss,ret
du0080,d8mal2,86010148v01,csg4289086-xx,telecom,bss,ret
du0080,d8mal2,86010148v01,csg4287971-xx,telecom,bss,ret
du0080,d8mal2,tta-glg120h,as192501502,telecom,bss,tma
du0080,d8mal2,tta-glg120h,as192400879,telecom,bss,tma
du0080,d8mal2,tta-glg120h,as192501369,telecom,bss,tma
du0080,d8mal2,krc161260/1,d165343385,telecom,bss,ru
du0080,d8mal2,krc161260/1,d168277991,telecom,bss,ru
du0080,d8mal2,krc161466/2,d16v516347,telecom,bss,ru
du0080,d8mal2,krc161466/2,d16v516401,telecom,bss,ru
du0080,d8mal2,krc161260/1,d16e112455,telecom,bss,ru
du0080,d8mal2,krc161280/1,d16b012300,telecom,bss,ru
du0080,d8mal2,krc161280/1,d16b012310,telecom,bss,ru
du0080,d8mal2,bml161184/1,bw97349645,telecom,bss,psu
du0080,d8mal2,104/bfm901292,d167192941,telecom,bss,bts
du0080,d8mal2,bmg980336/2,x053075751,telecom,bss,pdu
du0080,d8mal2,kdu137925/31,d16v599544,telecom,bss,baseband
du0080,d8mal2,kdu137569/1,tu8xc01392,telecom,bss,du
du0080,d8mal2,86010148v01,i0m1152501-r1,telecom,bss,ret
du0081,d8mlt1,krc161670/1,cd3w722257,telecom,bss,ru
du0081,d8mlt1,kdu137597/1,cb4j607327,telecom,bss,du
du0081,d8mlt1,kdu137925/31,d16v599626,telecom,bss,baseband
du0081,d8mlt1,86010148v01,i0m0882305-xx,telecom,bss,ret
du0081,d8mlt1,86010148v01,i0m0882623-xx,telecom,bss,ret
du0081,d8mlt1,86010148v01,i0m0882382-xx,telecom,bss,ret
du0081,d8mlt1,86010148v01,csg4287959-xx,telecom,bss,ret
du0081,d8mlt1,86010148v01,csg4288457-xx,telecom,bss,ret
du0081,d8mlt1,86010148v01,csg4288730-xx,telecom,bss,ret
du0081,d8mlt1,krc161466/2,d16v513844,telecom,bss,ru
du0081,d8mlt1,krc161466/2,d16v513860,telecom,bss,ru
du0081,d8mlt1,krc161466/2,d16v513861,telecom,bss,ru
du0081,d8mlt1,bml161174/1,bw93104728,telecom,bss,psu
du0081,d8mlt1,bml161174/1,bw93241335,telecom,bss,psu
du0081,d8mlt1,104/bfm901292,cc46636405,telecom,bss,bts
du0081,d8mlt1,krc161670/1,e553567569,telecom,bss,ru
du0081,d8mlt1,bml161174/1,br88061070,telecom,bss,psu
du0081,d8mlt1,bmg980336/7,x053143228,telecom,bss,pdu
du0081,d8mlt1,bmg980336/2,c941246201,telecom,bss,pdu
du0081,d8mlt1,kdu137569/1,tu8xk71011,telecom,bss,du
du0081,d8mlt1,bmg980336/2,c941246215,telecom,bss,pdu
du0081,d8mlt1,krc161670/1,cd3w722290,telecom,bss,ru
du0082,d8prs11,86010148v01,i0m0883625-xx,telecom,bss,ret
du0082,d8prs11,kdu137569/1,tu8xg20609,telecom,bss,du
du0082,d8prs11,86010148v01,i0m0881782-xx,telecom,bss,ret
du0082,d8prs11,86010148v01,i0m0881905-b1,telecom,bss,ret
du0082,d8prs11,86010148v01,csg4287930-xx,telecom,bss,ret
du0082,d8prs11,86010148v01,csg4288796-xx,telecom,bss,ret
du0082,d8prs11,86010148v01,csg4288806-xx,telecom,bss,ret
du0082,d8prs11,krc161466/2,d16v513873,telecom,bss,ru
du0082,d8prs11,krc161466/2,d16v513874,telecom,bss,ru
du0082,d8prs11,krc161466/2,d16v513876,telecom,bss,ru
du0082,d8prs11,krc161280/1,d168188473,telecom,bss,ru
du0082,d8prs11,krc161280/1,d168188503,telecom,bss,ru
du0082,d8prs11,bml161184/1,br86465088,telecom,bss,psu
du0082,d8prs11,bml161184/1,bw97329440,telecom,bss,psu
du0082,d8prs11,bml161184/1,bw9c089388,telecom,bss,psu
du0082,d8prs11,104/bfm901292,d16b147554,telecom,bss,bts
du0082,d8prs11,krc161670/1,e553576969,telecom,bss,ru
du0082,d8prs11,bmg980336/2,x052197039,telecom,bss,pdu
du0082,d8prs11,bmg980336/7,c942116064,telecom,bss,pdu
du0082,d8prs11,krc161670/1,cd3w722260,telecom,bss,ru
du0082,d8prs11,bmg980336/2,c941199458,telecom,bss,pdu
du0082,d8prs11,kdu137925/31,d16v599608,telecom,bss,baseband
du0082,d8prs11,krc161670/1,cd3w903179,telecom,bss,ru
du0083,d8rep1,kdu137569/1,d165634314,telecom,bss,du
du0083,d8rep1,kdu137569/1,d165288331,telecom,bss,du
du0083,d8rep1,86010148v01,i0m0881803-xx,telecom,bss,ret
du0083,d8rep1,86010148v01,i0m0881820-xx,telecom,bss,ret
du0083,d8rep1,krc161280/1,d16e319526,telecom,bss,ru
du0083,d8rep1,krc161260/1,d168273734,telecom,bss,ru
du0083,d8rep1,86010148v01,csg4288002-xx,telecom,bss,ret
du0083,d8rep1,tta-glg120h,as192500091,telecom,bss,tma
du0083,d8rep1,86010148v01,csg4288839-xx,telecom,bss,ret
du0083,d8rep1,86010148v01,csg4288843-xx,telecom,bss,ret
du0083,d8rep1,tta-glg120h,as192300228,telecom,bss,tma
du0083,d8rep1,tta-glg120h,as192501437,telecom,bss,tma
du0083,d8rep1,krc161260/1,d16u027561,telecom,bss,ru
du0083,d8rep1,krc161260/1,d16u331457,telecom,bss,ru
du0083,d8rep1,krc11865/2,d166564608,telecom,bss,ru
du0083,d8rep1,krc161466/2,d16v674730,telecom,bss,ru
du0083,d8rep1,krc161466/2,d16v674734,telecom,bss,ru
du0083,d8rep1,krc161466/2,d16v674743,telecom,bss,ru
du0083,d8rep1,bml161174/1,br88065106,telecom,bss,psu
du0083,d8rep1,bml161174/1,br88065167,telecom,bss,psu
du0083,d8rep1,bml161184/1,bw97399545,telecom,bss,psu
du0083,d8rep1,bml161184/1,bw97433865,telecom,bss,psu
du0083,d8rep1,104/bfm901292,d165388917,telecom,bss,bts
du0083,d8rep1,bmg980336/2,c941244877,telecom,bss,pdu
du0083,d8rep1,bmg980336/2,x051914470,telecom,bss,pdu
du0083,d8rep1,kdu137925/31,d16v599549,telecom,bss,baseband
du0083,d8rep1,bmg980336/2,x051914443,telecom,bss,pdu
du0084,ronahy1,kdu137569/1,tu8xq84373,telecom,bss,du
du0084,ronahy1,kdu137925/31,d16v562278,telecom,bss,baseband
du0084,ronahy1,,,civil,tower,gf
du0084,ronahy1,,,civil,"fuel tank",cylinder
du0084,ronahy1,86010148v01,csi0799257-xx,telecom,bss,ret
du0084,ronahy1,86010148v01,csi0799343-xx,telecom,bss,ret
du0084,ronahy1,86010148v01,csi0799250-xx,telecom,bss,ret
du0084,ronahy1,tta-glg120h,as192400394,telecom,bss,tma
du0084,ronahy1,tta-glg120h,as192400869,telecom,bss,tma
du0084,ronahy1,acu-a20-s,00000617021110b4b,telecom,bss,ret
du0084,ronahy1,acu-a20-s,00000617021110b6e,telecom,bss,ret
du0084,ronahy1,acu-a20-s,00000617021110b76,telecom,bss,ret
du0084,ronahy1,tta-glg120h,as192101254,telecom,bss,tma
du0084,ronahy1,krc161260/1,d16n505173,telecom,bss,ru
du0084,ronahy1,krc161260/1,d16n505179,telecom,bss,ru
du0084,ronahy1,krc161260/1,d16n505188,telecom,bss,ru
du0084,ronahy1,krc161466/2,d16v674738,telecom,bss,ru
du0084,ronahy1,krc161466/2,d16v674749,telecom,bss,ru
du0084,ronahy1,krc161466/2,d16v674766,telecom,bss,ru
du0084,ronahy1,bml161184/1,bw99696013,telecom,bss,psu
du0084,ronahy1,bml161184/1,bw99696134,telecom,bss,psu
du0084,ronahy1,bml161184/1,bw99696200,telecom,bss,psu
du0084,ronahy1,302/bfm901292,d16n900667,telecom,bss,bts
du0084,ronahy1,bmg980336/7,c942102756,telecom,bss,pdu
du0084,ronahy1,742215v01,xkio580137,telecom,bss,"rf antenna"
du0084,ronahy1,742215v01,xkio682988,telecom,bss,"rf antenna"
du0084,ronahy1,742215v01,xkio682992,telecom,bss,"rf antenna"
du0084,ronahy1,bmg980336/2,x052642831,telecom,bss,pdu
du0084,ronahy1,bmg980336/2,x052642888,telecom,bss,pdu
du0084,ronahy1,bml161184/1,br86490273,telecom,bss,psu
du0085,d8rst1,kdu137569/1,d166992218,telecom,bss,du
du0085,d8rst1,742215v01,xkg3107043,telecom,bss,"rf antenna"
du0085,d8rst1,apxv9r20b-c,1171520801-088,telecom,bss,"rf antenna"
du0085,d8rst1,80010485,w0d4017180,telecom,bss,"rf antenna"
du0085,d8rst1,80010485,w0d4017223,telecom,bss,"rf antenna"
du0085,d8rst1,742215v01,xkg3105085,telecom,bss,"rf antenna"
du0085,d8rst1,kdu137569/1,tu8xg20608,telecom,bss,du
du0085,d8rst1,krc161280/1,d16b012225,telecom,bss,ru
du0085,d8rst1,krc161280/1,d16b012321,telecom,bss,ru
du0085,d8rst1,bml161184/1,bw97384276,telecom,bss,psu
du0085,d8rst1,bml161174/1,br82870079,telecom,bss,psu
du0085,d8rst1,104/bfm901292,d167216888,telecom,bss,bts
du0085,d8rst1,bmg980336/2,c941586028,telecom,bss,pdu
du0085,d8rst1,742215v01,xkg3107289,telecom,bss,"rf antenna"
du0086,d8sgr1,86010148v01,i0m0882862-xx,telecom,bss,ret
du0086,d8sgr1,bmg980336/2,x052628391,telecom,bss,pdu
du0086,d8sgr1,86010148v01,i0m0883810-xx,telecom,bss,ret
du0086,d8sgr1,302/bfm901292,d16n263084,telecom,bss,bts
du0086,d8sgr1,kdu137925/31,d16v599551,telecom,bss,baseband
du0086,d8sgr1,742215,i0b3057356,telecom,bss,"rf antenna"
du0086,d8sgr1,kdu137569/1,tu8xk71014,telecom,bss,du
du0086,d8sgr1,rt-5,,civil,tower,gf
du0086,d8sgr1,,,civil,"telecom shelter","2.5,2.5,2.5 (w,l,h)m"
du0086,d8sgr1,,,civil,"fuel tank",cylinder
du0086,d8sgr1,86010148v01,csi0564041-xx,telecom,bss,ret
du0086,d8sgr1,86010148v01,csi0564570-xx,telecom,bss,ret
du0086,d8sgr1,86010148v01,csi0564575-xx,telecom,bss,ret
